cpo_id,session_price,price,time_price,fair_use_price,plug_type,currency,group
IT*ETN,1.5,0.98,0.27,60,DC,CHF,RIGI_CUSTOMER
IT*EUM,1.5,0.98,0.27,60,DC,CHF,RIGI_CUSTOMER
IT*LGL,1.5,0.98,0.27,60,DC,CHF,RIGI_CUSTOMER
IT*TDS,1.5,0.98,0.27,60,DC,CHF,RIGI_CUSTOMER
IT*TFC,1.5,0.98,0.27,60,DC,CHF,RIGI_CUSTOMER
IT*VCS,1.5,0.98,0.27,60,DC,CHF,RIGI_CUSTOMER
SK*SEK,1.5,0.39,0.0,0,DC,CHF,RIGI_CUSTOMER
DK*SPI,1.5,0.55,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*TTC,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
AT*NLE,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*BED,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*BWN,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*EES,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*EME,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*KOB,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*KUS,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*MVC,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*NSM,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*PDM,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SYE,2.5,0.68,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*CPW,1.5,0.8,0.0,0,DC,CHF,RIGI_CUSTOMER
BE*EMY,1.5,0.8,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*EDK,1.5,0.8,0.0,0,DC,CHF,RIGI_CUSTOMER
FR*LMS,1.5,0.8,0.0,0,DC,CHF,RIGI_CUSTOMER
NL*LMS,1.5,0.8,0.0,0,DC,CHF,RIGI_CUSTOMER
AT*TWG,1.5,0.06,0.5,0,DC,CHF,RIGI_CUSTOMER
DE*GCE,1.5,0.58,0.0,0,DC,CHF,RIGI_CUSTOMER
ES*GCE,1.5,0.58,0.0,0,DC,CHF,RIGI_CUSTOMER
FR*GCE,1.5,0.58,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*WLB,4.3,0.72,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*456,4.3,0.72,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SKI,4.3,0.72,0.0,0,DC,CHF,RIGI_CUSTOMER
GR*ELM,4.3,0.72,0.0,0,DC,CHF,RIGI_CUSTOMER
AT*STA,1.5,0.65,0.14,60,DC,CHF,RIGI_CUSTOMER
DE*IPG,1.5,0.65,0.14,60,DC,CHF,RIGI_CUSTOMER
DE*STS,1.5,0.65,0.14,60,DC,CHF,RIGI_CUSTOMER
DE*WLN,1.5,0.65,0.14,60,DC,CHF,RIGI_CUSTOMER
SK*EON,1.5,0.86,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SNH,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SAE,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*WWN,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*EZE,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*WLI,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*451,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*NOR,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DEGLSE,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*HRO,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*ELM,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SMD,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SEG,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*BUX,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*HLG,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*GRL,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*VHY,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*NWG,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*WIN,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*288,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*HHE,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*ELB,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*WWO,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*NIH,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*HUS,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*VBE,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*HWI,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*936,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*235,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SPP,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*EWA,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SGU,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*SWZ,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*199,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*PHL,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*GVM,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*MSW,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*221,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*VNW,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*FSW,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*029,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*TET,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*WPK,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*STB,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*ECH,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*LBZ,2.7,0.65,0.0,0,DC,CHF,RIGI_CUSTOMER
CHEVPE,1.5,0.54,0.0,0,DC,CHF,RIGI_CUSTOMER
DE*2GO,1.5,0.85,0.14,55,DC,CHF,RIGI_CUSTOMER
CH*GOF,1.5,0.54,0.0,0,DC,CHF,RIGI_CUSTOMER
CH*AMA,1.5,0.45,0.2,60,DC,CHF,RIGI_CUSTOMER
